Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712587207.3259294,4229.7,0.0002355435450140884,42.0587135,59.521484375,6
1712587236.8513567,3461.8,0.00028238467401378933,28.151632999999997,61.2060546875,6
1712587266.8530426,4079.6,0.0002433249470174369,45.259871499999996,65.771484375,6
1712587296.8247373,4158.9,0.00023864081991177748,47.2973265,65.33203125,6
1712587327.1106896,4191.266666666666,0.00023693076775705007,45.6839965,69.091796875,6
1712587356.884327,4146.666666666667,0.00023746552957982497,46.143136,68.359375,6
1712587388.539597,4268.666666666667,0.00023224687606082303,39.644068000000004,74.8046875,6
1712587416.8344975,3624.633333333333,0.00025839412210946653,35.929477999999996,72.55859375,6
1712587446.8719797,4062.633333333333,0.0002444664227099716,43.693987,73.974609375,6
1712587476.8503315,4218.833333333333,0.00023511192731081565,43.507317500000006,73.2666015625,6
1712587507.763998,4321.866666666667,0.00022973322026887137,38.6150325,77.24609375,6
1712587536.8335736,3887.4,0.00024757447239220497,42.9980675,75.68359375,6
1712587566.838237,4183.233333333334,0.00023732824302839973,47.7724475,75.4150390625,6
1712587596.8641188,4232.066666666667,0.0002347542319022344,45.762508999999994,76.85546875,6
1712587627.198577,3885.3333333333335,0.0002554044935420186,46.549463,76.5869140625,6
1712587656.8548706,3972.2,0.000247178502171897,44.264939000000005,79.00390625,6
1712587688.9576206,4235.333333333333,0.0002345021627051763,42.527513500000005,98.5595703125,6
1712587716.9057496,3299.5666666666666,0.0002799101245909454,38.8539445,82.1533203125,6
1712587746.8714986,3996.7,0.0002479209695965684,45.588431,80.9814453125,6
1712587776.8411958,3958.266666666667,0.00025064183794549025,47.530018999999996,80.7373046875,6
1712587807.0583212,3940.633333333333,0.0002536194651550319,48.920286,81.494140625,6

