Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712767132.269748,4029.1,0.0002471538379528402,1.6836425,61.81640625,15
1712767162.3001518,3965.2,0.00024975809069198354,1.688245,62.4267578125,15
1712767192.3423054,4016.3,0.00024642256242611994,1.694895,62.451171875,15
1712767222.3036299,3887.5666666666666,0.00025416880354629063,1.7152345,62.744140625,15
1712767252.2771597,3892.1,0.00025389757502106884,1.7022875,64.0869140625,15
1712767282.5636277,4026.5666666666666,0.00024583265736145355,1.6096449999999998,64.697265625,15
1712767312.2466652,3972.9333333333334,0.00024662152606336673,1.7905875000000002,65.283203125,15
1712767342.2754412,4007.6,0.0002473627342635073,1.6145960000000001,65.2587890625,15
1712767372.2626894,4077.133333333333,0.00024284890871584247,1.6509139999999998,65.2587890625,15
1712767402.5080636,4025.2,0.00024615371368235344,1.7212855,65.91796875,15
1712767432.310949,3937.0,0.0002495510250534356,1.6396115,65.869140625,15
1712767462.2381587,3893.9666666666667,0.00025382821482085614,1.6892245,65.869140625,15

