Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712773056.6004038,4027.6,0.0002474982329567585,1.6014395000000001,61.865234375,16
1712773086.5271554,4105.066666666667,0.0002395439487905553,1.7291825,62.1826171875,16
1712773116.5410476,4110.333333333333,0.00023989953724835855,1.7387260000000002,63.330078125,16
1712773146.7616837,3803.233333333333,0.0002594003125961075,1.6253790000000001,63.330078125,16
1712773176.6086717,3724.6666666666665,0.0002628812236010932,1.7129835,63.623046875,16
1712773207.8753672,3719.233333333333,0.0002763926370150066,1.7215355,63.916015625,16
1712773236.5938954,3307.6666666666665,0.0002846073385905825,1.795124,63.9404296875,16
1712773266.520594,3999.1666666666665,0.0002459320760712223,1.690444,64.2333984375,16
1712773296.6172535,3876.4,0.00025460928810748653,1.8140605,64.2333984375,16
1712773326.506267,4094.8333333333335,0.00024014860967794244,1.742105,64.2333984375,16
1712773358.5768127,3884.9333333333334,0.0002711718008865737,1.658743,64.2578125,16
1712773386.5481243,3514.9333333333334,0.00026145681210908514,1.7655575,64.2578125,16


