Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712858130.3429573,2763.233333333333,0.0003609984614503184,2.2270935,59.47265625,16
1712858160.3411264,3664.366666666667,0.000269957669502559,2.2207245,63.0126953125,16
1712858190.3114595,3722.266666666667,0.00026568307633018556,1.8125219999999997,63.18359375,16
1712858220.3317318,3670.3,0.0002699930555346763,1.7621155,63.76953125,16
1712858250.355238,3808.4666666666667,0.00025998526677735255,1.812213,64.0625,16
1712858280.318786,3904.233333333333,0.00025339373581291004,1.7715385000000001,64.0625,16
1712858310.3099391,4040.2,0.00024503339149927427,1.7377185,64.35546875,16
1712858340.397559,3873.633333333333,0.0002556528085472713,1.7768240000000002,64.35546875,16
1712858370.3392975,3954.2,0.0002496208476603826,1.7314779999999999,64.35546875,16
1712858400.2932658,3763.1,0.00026276806142906233,1.7772185,64.9658203125,16
1712858430.3082976,3899.4333333333334,0.0002541509831466199,1.6985375,65.52734375,16
1712858460.3614557,3853.3,0.0002571065932887909,1.7909689999999998,65.478515625,16
1712858490.5160391,3893.0666666666666,0.00025400771483288,1.8026805,66.0888671875,16
1712858520.320982,3814.3,0.0002577341281382916,1.8796705,66.0888671875,16
1712858550.3112469,3915.4333333333334,0.00025284234394564424,1.801788,66.11328125,16
1712858580.3888097,3810.6,0.0002600562257766223,1.7380039999999999,66.40625,16


