Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712859409.9672675,3316.7,0.000304714612467881,1.8069684999999998,44.43359375,16
1712859439.563814,3508.5,0.0002782648167277871,2.1786315,51.6845703125,16
1712859469.5927544,3823.733333333333,0.00025855025675466546,1.6116395000000001,51.66015625,16
1712859499.5868156,3797.4666666666667,0.00026014720634740917,1.7392919999999998,51.953125,16
1712859529.5652003,3731.5333333333333,0.00026481767678987906,1.7631914999999998,52.83203125,16
1712859559.5498052,3966.5666666666666,0.00024941700525089145,1.7962505,53.7353515625,16
1712859589.7624378,3890.733333333333,0.00025443967154561975,1.8028540000000002,53.9306640625,16
1712859619.5186002,3729.766666666667,0.0002632523949259436,1.8264580000000001,54.2724609375,16
1712859649.5541983,3541.0666666666666,0.0002797212494057932,1.8456985000000001,54.5654296875,16
1712859679.5615017,3777.4666666666667,0.00026193549481463575,1.699198,54.8828125,16
1712859710.1897671,3442.8,0.00028745329429434704,1.889574,55.224609375,16
1712859739.5530515,3781.5,0.0002557649897827111,1.8123345,55.517578125,16
1712859769.5937393,3922.4333333333334,0.00025220275635383897,1.738217,55.7861328125,16
1712859799.5289102,3794.866666666667,0.000260266517509285,1.6710525,56.0791015625,16


