Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712840420.4313624,1882.6333333333334,0.0005305224503928633,31.6444285,65.4541015625,17
1712840450.4163737,2658.133333333333,0.0003716457892287026,50.184042500000004,73.193359375,19
1712840480.3857229,2635.0666666666666,0.0003750937758190323,35.04737349999999,77.783203125,19
1712840510.4148958,3269.4333333333334,0.0003029471024294017,65.558245,81.6650390625,19
1712840541.0154436,3607.4,0.0002738654859135053,69.74767750000001,85.0830078125,19
1712840570.4049058,3961.9,0.0002445643933281913,84.6796645,85.986328125,19
1712840600.402834,3973.3333333333335,0.0002487072268588431,81.5107005,86.3525390625,19
1712840630.3673763,3840.1,0.00025727781921592284,80.4241805,87.109375,19
1712840660.4332952,3977.6666666666665,0.0002487658974831256,83.103984,86.767578125,19
1712840690.3559856,3854.633333333333,0.00025601563468395205,80.047025,90.869140625,19


