Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712767890.3332558,3006.633333333333,0.00033172526897882565,1.9664059999999997,80.078125,18
1712767920.3117864,3881.1,0.00025497803567604247,2.07526,82.421875,18
1712767950.3255246,3758.9,0.0002633791101693788,1.8615760000000001,83.0078125,18
1712767980.303846,3897.7,0.0002536691939409427,1.871227,83.056640625,18
1712768010.3475926,4378.2,0.00022605018284050258,1.682004,83.3251953125,18
1712768040.300618,3950.0666666666666,0.0002501205690532666,1.8794285000000002,83.30078125,18
1712768070.3088539,4062.5333333333333,0.0002436484861406766,1.8862825,83.30078125,18
1712768101.1754808,3975.0,0.0002488201929088409,1.8946084999999997,83.642578125,18
1712768130.2711225,4032.4666666666667,0.00023813283116096902,1.8611125000000002,83.6669921875,18
1712768160.317425,4082.5666666666666,0.00024278217423034896,1.9624085000000002,83.9599609375,18
1712768190.3094602,4103.333333333333,0.0002410695670969984,1.840714,83.9599609375,18
1712768220.308277,4122.4,0.00024011210826476738,1.835459,84.0087890625,18
1712768250.3472257,4018.0666666666666,0.00024613865782117196,1.8631965,84.0087890625,18
1712768280.2846458,4006.633333333333,0.0002465617957312059,1.8237085,84.033203125,18
1712768310.3185735,4029.3333333333335,0.0002460013707689226,1.9031135000000001,84.326171875,18
1712768340.2902167,3935.133333333333,0.0002513521215687751,1.8993235000000002,84.4970703125,18

