Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712763698.328717,3777.8333333333335,0.0002638136950842193,1.4648970000000001,59.08203125,11
1712763728.4201727,4128.2,0.00024076750822011662,1.4066345,59.375,11
1712763758.3349829,3916.8333333333335,0.00025135705148528003,1.4584795000000002,59.27734375,11
1712763788.250449,3998.766666666667,0.0002470353985582424,1.410564,59.228515625,11
1712763818.220879,3996.4666666666667,0.00024783540504228136,1.50223,59.228515625,11
1712763848.1939447,4138.1,0.00023937627689833588,1.479878,59.814453125,11
1712763878.251284,4166.466666666666,0.00023820222960545855,1.4578985,59.814453125,11
1712763908.2805002,4035.9,0.00024529254529929013,1.4339675,59.814453125,11
1712763938.226982,4135.5,0.0002392450680166011,1.4459865,59.6923828125,11
1712763968.3112528,4150.6,0.00023883547749428436,1.5104385000000002,59.9853515625,11
1712763998.3431237,4077.0333333333333,0.00024216816841319668,1.4716470000000001,60.0341796875,11
1712764028.2251523,4020.1,0.0002455241596938063,1.5312465000000002,60.0341796875,11
1712764058.2215478,4009.733333333333,0.0002472985731458551,1.3658115,60.0341796875,11
1712764091.0576694,4040.7,0.00024532774776863715,1.4599079999999998,60.0341796875,11

