Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712772077.2895336,4119.733333333334,0.00024190512673585838,1.2491839999999999,50.634765625,13
1712772107.3604805,4053.733333333333,0.00024403870915423975,1.2460319999999998,50.927734375,13
1712772141.904763,4138.2,0.00023833117662420928,1.2520205000000002,50.927734375,13
1712772167.3039496,3557.4,0.00023479434280894497,1.2393845,50.927734375,13
1712772197.833111,4074.633333333333,0.00024256578562663198,1.300286,50.927734375,13
1712772227.4046805,3746.0666666666666,0.00025942319821556993,1.319689,51.220703125,13
1712772257.2992942,3717.3333333333335,0.0002649595332966644,1.266733,51.220703125,13
1712772287.4468298,4004.9666666666667,0.00024683533100285364,1.3035310000000002,51.220703125,13


