Time,Average Throughput,Average Latency,CPU Usage %,Memory Usage %,Node Count
1712762377.9401672,3732.633333333333,0.0002670420560812179,43.0631745,67.6513671875,10
1712762407.5571015,3671.233333333333,0.00026055850541231105,38.6934005,71.1181640625,10
1712762439.959437,3996.8,0.00024269550267238122,46.27585200000001,72.3388671875,10
1712762466.9363112,3545.9,0.0002510555818540652,35.9777855,72.119140625,10
1712762497.4827962,3835.866666666667,0.0002580541234107745,36.9424865,76.3671875,10
1712762526.8761477,3906.5333333333333,0.00024875355538274126,40.415527999999995,76.4404296875,10
1712762559.0804777,4203.933333333333,0.00023583952480999684,46.205527000000004,79.3212890625,10
1712762587.7743561,3886.866666666667,0.0002363705155395667,45.1861285,79.9560546875,10
1712762617.0350015,4067.1666666666665,0.00023645731736777068,45.3224355,79.19921875,10
1712762646.9511437,4353.466666666666,0.0002266743957808341,46.074504,81.2255859375,10
1712762676.8570595,3873.5333333333333,0.00025532447440122433,42.2434235,80.517578125,10
1712762707.0079782,4093.3,0.00024251398546567431,45.277982,80.859375,10
1712762736.8905761,4042.8333333333335,0.00024423428024478817,46.6011715,80.6640625,10
1712762766.900409,4196.766666666666,0.0002361289347238702,44.7225395,83.1787109375,10
1712762797.1406734,4094.9,0.0002420957626434316,47.9805645,83.3984375,10
1712762826.9118137,4208.1,0.0002337069741176843,44.7673075,85.9375,10

